"","score","text"
"3633",0,"outdoor with drive thru"
"3634",-1,"that suicidal"
"3635",-1,"that suicidal"
"3636",0,"accompanied"
"3637",0,"employee education plan"
"3638",1,"day yay"
"3639",0,"link bio"
"3640",2,"hot takes ready"
"3641",-1,"lipstick stains mint tea perfect combo fall"
"3642",0,"barista appreciation week"
"3643",0,"chestnut praline drive thru dog park hound"
"3644",0,"starts conversion augie house"
"3645",0,"visa credit card yup brewing"
"3646",0,"visa credit card yup brewing"
"3647",0,"visa credit card yup brewing"
"3648",0,"please bring coquito frappuccino"
"3649",0,"barista appreciation week"
"3650",-1,"someone upset sharing look"
"3651",0,"finally drinking obsessed"
"3652",0,"seventh avenue west street"
"3653",1,"needing girlfriends world aint pipeliner excited"
"3654",1,"hello friends you solid help lainey using flipgive gift card"
"3655",0,"dropped holiday turkey panini floor quit day home"
"3656",0,"these companies continued pay employees puerto rico stores closed they deserve"
"3657",0,"bad news monday good news gingerbread lattes"
"3658",0,"healey library there main locations serve this"
"3659",0,"not week love taking bite cold breakfast sandwich"
"3660",1,"when beautiful production grab caffeine"
"3661",0,"check home holidays bearista bear girl plush limited barista via"
"3662",0,"finally name spell"
"3663",1,"just seeing favorite clients gift cards"
"3664",0,"drink peppermint mocha document happen"
"3665",0,"just middleeast"
"3666",1,"spread little kindness season"
"3667",1,"clich loving"
"3668",0,"healey library all plus cream"
"3669",0,"egg nog lattes makes world round"
"3670",0,"healey library"
"3671",0,"nutcracker mugs cup christmas holiday tall set via"
"3672",0,"definitely sanctuary"
"3673",0,"with dearest adelinegaboriau"
"3674",1,"great happing morning"
"3675",-1,"learned wait minutes drink"
"3676",-1,"walked north end mysteriously empty discovered playi"
"3677",1,"thank realizing queen dragon scale mermaid travel mug"
"3678",0,"annual global comparable store sales growth annual net revenue growth single"
"3679",-1,"can smell comets the countdown"
"3680",0,"cupid shuffle selections"
"3681",-1,"shift rip writing goals"
"3682",0,"cop"
"3683",1,"cappuccino worth gold pound you unleashed fools expensive"
"3684",0,""
"3685",0,"dessert masquerading drama"
"3686",1,"joy arrived"
"3687",-2,"just found suspicious object bean bag bought grocery"
"3688",0,"dessert masquerading drama"
"3689",0,"sister challenged drop creativity here"
"3690",0,""
"3691",0,"this favourites"
"3692",-1,"care november seeing christmas trees hearing christmas music freezing butt"
"3693",1,"nice pick stop coughing"
"3694",0,"cupid shuffle selections"
"3695",1,"winning christmas hot drinks hot fudge chocolate die"
"3696",-1,"other boycott reddi wip hebrew national hthttp flip sxi ggttps qvktuywrrw"
"3697",-1,"slowest short sighted company planet earth see local"
"3698",0,"the"
"3699",0,"caramel brulee latte the drink"
"3700",0,"announce official drink"
"3701",1,"what day celebration community"
"3702",0,"idealbikes chain lake"
"3703",2,"why are friends tha best white girl wasted wit people good energy thank"
"3704",0,"recanted schedule shot ill spend deal tim"
"3705",1,"believes teavana business worth billion five"
"3706",0,"christmas coming"
"3707",0,"thanks gift card breakfast"
"3708",0,"caramel brulee latte whole milk whip cream extra caramel"
"3709",0,"right kinda morning wrong reason"
"3710",1,"morning delight"
"3711",0,"keep prying eyes out your for about per day"
"3712",0,"ceo apologizes taking conservatives defend"
"3713",-1,"newest holiday drink toasty twist white chocolate mocha"
"3714",2,"enjoying sweet treat writing"
"3715",-1,"beware drinks loaded sugar"
"3716",0,"lancaster residences"
"3717",0,"barrista what make"
"3718",-1,"day discovery wait marriott line use app pick"
"3719",0,"mind"
"3720",0,"someone bring mmk"
"3721",0,"bringing opportunities south dallas community store"
"3722",0,"mind"
"3723",0,"the offer opinion"
"3724",1,"toasted white chocolate mocha goodness"
"3725",1,"cat smile"
"3726",0,"annual global comparable store sales growth annual net revenue growth single"
"3727",0,"promoting releases please that this will share links"
"3728",-2,"conspiracy theory pastry heated otherwise tastes little stale"
"3729",0,"boyfriend looks insist grab collecting stickers planner who can"
"3730",0,"need blue one stat"
"3731",0,"starting morning kristen kirsten crew"
"3732",1,"happy"
"3733",0,"night city lights"
"3734",0,"remove cell phone stores unsanitary eateries"
"3735",0,"near local lines express hub kidding put"
"3736",-1,"emergency need install escalator"
"3737",-1,"just miss"
"3738",0,"annual global comparable store sales growth annual net revenue growth single"
"3739",0,"apparently word gotten drive thru"
"3740",0,"not slept hrs awake night"
"3741",-3,"first now conservatives boycott maybe tired ruin country"
"3742",1,"free birthday acquired bring day"
"3743",1,"dallasecodev groundbreaking southwest center mall third sta"
"3744",0,"next kelly live house"
"3745",1,"groundbreaking southwest center mall third"
"3746",0,"blueberry scone cinnamon dolce latte paired dream"
"3747",0,"are customers seeking experiences beyond"
"3748",0,"live morning spokane proceeds"
"3749",-1,"supporters protesting boycotting organizing wor"
"3750",-1,"rendering reimagined red bird mall breaks ground week what means today"
"3751",-1,"the bread sandwich reminds pallor death"
"3752",0,"peek inside princi bakery caf inside reserve roastery"
"3753",0,"check art hula thermal travel tumbler mug hawaii hawaiian via"
"3754",0,"morning run"
"3755",0,"listening xmas music drinking grande pike place"
"3756",1,"times square nyc cool app points international"
"3757",0,"trying toasted white chocolate mocha latte"
"3758",0,"annual latte"
"3759",1,"sizes tall grande venti trenta take size gods word daily fills refills free"
"3760",-1,"stores stoppers inaccessible disabled people"
"3761",0,"fades"
"3762",0,"white"
"3763",0,"here original seattle love hate"
"3764",0,"every day saying tomorrow days"
"3765",1,"thank cake yesterday"
"3766",0,"they local"
"3767",0,"next kelly live house"
"3768",1,"thank bringing grams less"
"3769",0,"and"
"3770",1,"happy"
"3771",0,"next kelly live house"
"3772",1,"please collectors thank rare sterling silver gift card preloaded"
"3773",0,"live morning spokane proceeds"
"3774",1,"please collectors thank rare sterling silver gift card preloaded"
"3775",0,""
"3776",0,"guy smartphone tablet laptop sat drinking"
"3777",0,"the offer opinion"
"3778",0,"rid avocado bagel vegan spread"
"3779",0,"drivethru individuals quick process"
"3780",0,"harris teeter"
"3781",0,"the offer opinion"
"3782",0,"remember harder kid"
"3783",0,"tried chesnut praline chai tea regul"
"3784",0,""
"3785",0,"little fix"
"3786",0,"the grande size art commission"
"3787",2,"good morning enjoy day time"
"3788",1,"finally honest"
"3789",0,"the start morning"
"3790",0,"hey employees morning everyday today the north woodbridge store"
"3791",0,"morning walk"
"3792",0,"thanks sbuxfiveforks staff start morning"
"3793",1,"finally honest"
"3794",-1,"row shops toilets vile"
"3795",0,"put chain king jamez"
"3796",0,"fleetwood mac landslide playing"
"3797",1,"mari thank"
"3798",-1,"the lost spy lost intrigue"
"3799",0,"when green black else seen"
"3800",1,"share shine"
"3801",0,"etc paying taxes germany"
"3802",0,"hanging girl morning walk"
"3803",0,"evolving introducing order italian dishes partnership"
"3804",2,"finished christmas shopping praise reward gingerbread latte"
"3805",0,"evolving introducing order italian dishes partnership"
"3806",0,"the complete guide caffeine via"
"3807",2,"version happy ness please awesome"
"3808",0,"first halloween special frankenstein frappuccino"
"3809",0,"does else medium remember sizes"
"3810",0,"first christmas alicante city"
"3811",0,"unofficial account run london partners central london stores give follow"
"3812",0,"tinkerblondie_"
"3813",0,"the employee drink wake tastebuds highlight morning"
"3814",0,"first christmas alicante city"
"3815",2,"pretty accurate"
"3816",0,"toffee nut"
"3817",1,"morning fuel thank god"
"3818",0,"move indie shops battling street"
"3819",-1,"grabbed never funny business taking name"
"3820",0,"alone"
"3821",-1,"chill"
"3822",0,"the holiday cup here you can make one kind"
"3823",0,"leave just leave"
"3824",-1,"jammin morning offend people"
"3825",-1,"couldnt possibly bad day"
"3826",1,"mugs ornaments arrive resort daps magic"
"3827",-1,"how costly check story"
"3828",0,"hey mine"
"3829",0,"christmas calories"
"3830",1,"released drinks but prefer vote poll"
"3831",1,"sizes tall grande venti trenta take size gods word daily fills refills free"
"3832",2,"good morning hands free mug carriers shoulder strap"
"3833",1,"sizes tall grande venti trenta take size gods word daily fills refills free"
"3834",0,"lights photos"
"3835",0,"hey mine"
"3836",0,"didn sleep opening"
"3837",0,"early planner"
"3838",0,"that"
"3839",0,"hey mine"
"3840",0,"awww thanks baby"
"3841",1,"the benefits morning meeting manchester"
"3842",0,"how start day"
"3843",0,"matter time"
"3844",0,"how roll"
"3845",0,"christmas drinks sent via planoly"
"3846",-3,"thanks stupidly racist supporters fewer stupid people travelling spread"
"3847",0,"pink drink philippines"
"3848",1,"drink starbies fast faveeeee"
"3849",0,"pink drink philippines"
"3850",1,"the benefits morning meeting manchester"
"3851",0,"pink drink philippines"
"3852",0,"soooo remembered name sign drink"
"3853",0,""
"3854",0,"guy smartphone tablet laptop sat drinking"
"3855",2,"chain appeal decision trademark trial appeal board ttab"
"3856",0,"friends hanging late night"
"3857",-1,"addict"
"3858",0,"yes concur"
"3859",0,"spell name spell name"
"3860",0,"procaffeinating"
"3861",-1,"miss bring back everyday"
"3862",-1,"miss bring back everyday"
"3863",1,"give good"
"3864",1,"beautiful sips sharing seasonal sips"
"3865",1,"getting thank mom assistance week getting"
"3866",1,"getting thank mom assistance"
"3867",0,"today invited tasting"
"3868",0,"couple items emporium"
"3869",1,"special thank free gracechurch shop due losing debi"
"3870",0,"hope ebloc"
"3871",0,"almost"
"3872",0,"its christmas cup"
"3873",0,"double shot morning"
"3874",1,"tell enjoy reading"
"3875",0,"double sticker day"
"3876",2,"trust believe spelling proper name mike"
"3877",0,"para sticker double sticker day"
"3878",0,"what name nikita here mike"
"3879",0,"have sip hazelnut latter"
"3880",-1,"annual global comparable store sales growth annual net revenue growth sin"
"3881",0,"first white peppermint mocha red season"
"3882",0,"hrs sleep day let"
"3883",0,"dog two tone mug shop"
"3884",0,"when filter served weakened americano told"
"3885",0,"mood gnite world"
"3886",-1,"can you draw logo without cheating probably not"
"3887",-1,"can you draw logo without cheating probably not"
"3888",0,"mood gnite world"
"3889",0,"ang mura ice shaken black tea todayyy"
"3890",2,"good morning hands free mug carriers shoulder strap"
"3891",1,"tell enjoy reading"
"3892",0,"one toffee nut latte please"
"3893",0,"campus start day"
"3894",2,"one free yay"
"3895",0,"alllllll feels"
"3896",0,""
"3897",0,"destressing"
"3898",1,"easy save money"
"3899",1,"finally durban big ups involved ive ready"
"3900",0,"knows the barista name there merci pour"
"3901",0,"studying help notice girl"
"3902",0,"wish new york fall amazing"
"3903",1,"woohoo free christmas"
"3904",0,"daenerys"
"3905",0,"name wrong lot thought change duck trump"
"3906",0,"raising roof consumer discretionary stocks"
"3907",-3,"hit intense craving caramel macchiato like itch desperately scratched"
"3908",1,"one favorite drinks"
"3909",1,"please collectors thank"
"3910",1,"toasted white chocolate mocha pumps peppermint syrup cus fancy dat"
"3911",0,"giving stickers drink tomorrow noon yey"
"3912",1,"happy yall how"
"3913",0,"music"
"3914",0,"why entrepreneurs obsessed shops particularly"
"3915",0,"mark your calendars because giving away holiday drinks via"
"3916",0,"toasted white chocolate mocha holiday spice flat white yum last day"
"3917",1,"you stuff dew suits just fine"
"3918",0,"mines yurns"
"3919",1,"you stuff dew suits just fine"
"3920",0,"bro time"
"3921",0,"quite possibly team experience date"
"3922",0,"what"
"3923",0,"sip"
"3924",1,"bhaiya whipped cream jara jyada dalna perfectly acceptable and staff"
"3925",0,"the afree gift cards walking its check"
"3926",1,"please advertise wonderful products radio fox progr"
"3927",2,"win favorite bag"
"3928",0,"terminal london staff course let fan"
"3929",0,"quite possibly team experience date"
"3930",0,"major online platforms ignoring web browser security"
"3931",-1,"nah offended just giggling irony people buy brew"
"3932",0,"season"
"3933",0,"stb cofee"
"3934",0,"time"
"3935",0,"microwave dishwa"
"3936",0,"going home"
"3937",1,"enter win mug holiday blend can"
"3938",-2,"just outburst directed towards lecture crazy everyone else"
"3939",0,"check flavor nutty almond milk latte"
"3940",-1,"its french style frozen latte"
"3941",1,"the business sustainable wine sandra taylor former kodak executive"
"3942",1,"holiday mugs ornaments arrive resort daps magic"
"3943",1,"enter win mug holiday blend can"
"3944",0,"love crazy people"
"3945",0,"drink started drinking left wing policies"
"3946",0,"los angeles city mug"
"3947",0,"los angeles city mug"
"3948",0,"type relaxation"
"3949",0,"cranberry mocha blanco yummi yummi"
"3950",0,"please cover shift sunday please switch shifts"
"3951",-1,"when indulge"
"3952",0,"buy drink smh"
"3953",-1,"how costly check story"
"3954",0,"bro time"
"3955",0,"stickers planner"
"3956",0,"double sticker realnezz"
"3957",0,"after drove buy venti after driv"
"3958",-1,"why outrage red"
"3959",0,"mines yurns"
"3960",0,"bring gals"
"3961",0,"something caught eyes"
"3962",-1,"and girl gonna die and tries and lyft car drives"
"3963",1,"and won day flat shutting stores"
"3964",1,"after trials fashion week tje happy"
"3965",0,"selling pour"
"3966",1,"happy yall how"
"3967",1,"good morning vanilla nougat latte central"
"3968",0,"online retail spots look more dea"
"3969",0,"are looking find"
"3970",0,"another please"
"3971",1,"you stuff dew suits just fine"
"3972",1,"you stuff dew suits just fine"
"3973",1,"you stuff dew suits just fine"
"3974",-3,"sorry guy pancras accidentally stole mistook mine soooo sorry"
"3975",0,"this night"
"3976",0,"heard shift dorms med law studs titas manila cakes dalanghita"
"3977",-1,"wait advertising please stop"
"3978",-1,"mocha fixes bad latte art"
"3979",0,"table assembly"
"3980",0,"table assembly"
"3981",0,"finished collecting stickers days"
"3982",0,"because"
"3983",-1,"this blunt jus orgasmic"
"3984",1,"thank double stickers"
"3985",0,"dang anything else"
"3986",0,"long queue"
"3987",-1,"yessss smell"
"3988",-1,"talk contradiction"
"3989",0,"talks walks this boycotts russian troll bot accts but true usa buying daughter"
"3990",-1,"staaaabucks pass hard times collage"
"3991",0,"gang lots indie artists nothing beverage sketchi"
"3992",0,"hey gonna religious xmas dri"
"3993",1,"accurate"
"3994",0,"this white chocolate mocha extra caramel drizzle"
"3995",0,"when double sticker promo"
"3996",0,"got the district cavite"
"3997",0,"christmas coming"
"3998",1,"first peppermint hot chocolate season city"
"3999",1,"grand open lets"
"4000",0,"yummy"
"4001",0,"white"
"4002",2,"the spanish now happy love this"
"4003",0,"finished collecting stickers days"
"4004",0,"drink number season"
"4005",0,"and drinks"
"4006",-1,"unrelated playing mad"
"4007",0,"control energy"
"4008",-1,"star fucks ripoff china you population found english"
"4009",0,"what maker"
"4010",0,"check art thermal travel tumbler mug hawaiian via"
"4011",0,"book"
"4012",0,"little family http"
"4013",0,"guys"
"4014",0,"thank smash finished christmas blend pods"
"4015",0,"ornament park mint shippedobo"
"4016",0,""
"4017",0,"totally diggin canada"
"4018",0,"absolutely"
"4019",1,"got fancy drink time time iced gingerbread latte"
"4020",-1,"friends miss lots"
"4021",0,"the moods barista experiences"
"4022",0,"got chai latte bitches"
"4023",1,"actually running decently ahead schedule well mind make pit stop"
"4024",1,"nothing cool night"
"4025",-1,"they angry first"
"4026",0,"drank caramel praline drink next day pooped bathroom smelled fresh"
"4027",1,"best time fricken"
"4028",2,"hot takes ready"
"4029",0,"customer line regular days"
"4030",0,"little family"
"4031",0,"seasonal beverages"
"4032",0,"when post festive fall people buy gets paid"
"4033",-1,"nope gladly dumped not mess"
"4034",0,"omg ive soooo basic"
"4035",-1,"been waiting"
"4036",0,"able free lattes starbuck bogo promotion not shabby"
"4037",0,"red coloring book"
"4038",2,"buy free weekend awesome"
"4039",1,"the secret drinks festive drinks taste"
"4040",0,"asked caramel syrup surprised sipped"
"4041",0,"come visit month november december"
"4042",0,"puppy sitting sophia run drive grab matthew"
"4043",-1,"when stranger compliments fashion choice day"
"4044",0,"how retailers stores"
"4045",-1,"experts ceo schultz hiring muslim refugees blow"
"4046",0,""
"4047",1,"when barista reward realize"
"4048",0,"what thought cared image social issues why support hann"
"4049",1,"can bottled water your president handled situation goodly"
"4050",-1,"people boycotting what horrible acts performed can run"
"4051",0,"bigmouth inc the prescription mug"
"4052",1,"get monies worth app customers visit"
"4053",0,"trinidad tobago"
"4054",-1,"first machine apparently wingers child molestation"
"4055",0,"commented car keyed car"
"4056",1,"gift flower build flower builds eachother beautiful"
"4057",0,"buy friend gift lol"
"4058",0,"coming"
"4059",-3,"guess allows team damage cars payback negative tweet"
"4060",0,"selling tazo"
"4061",2,"does love our oversized mug comes packets delicious instant"
"4062",-2,"disgusted disappointed reaction guessing retaliation store teams caused"
"4063",0,"begins"
"4064",1,"solid reasons"
"4065",-1,"see care customers manager camera lies"
"4066",1,"joy lil friend hoping"
"4067",-1,"rutherford car keyed store door negative post"
"4068",2,"does love our oversized mug comes packets delicious instant"
"4069",0,"omg ive soooo basic"
"4070",1,"who mine baristas love"
"4071",1,"this happens love paint jag green"
"4072",0,"chestnut praline latte"
"4073",1,"best panini"
"4074",0,"set price"
"4075",-1,"los gatos bitter brewed siphon"
"4076",1,"drinking hot americano time"
"4077",0,"toasted white chocolate mocha holiday spice flat white yum last day"
"4078",-1,"nope gladly dumped not mess"
"4079",0,"geez trumpsters smashed keurigs gonna fix"
"4080",0,"multi billion dollar company learn"
"4081",3,"spent amazing afternoon love addition campus great job student"
"4082",1,"what costs contains calories cal makes feel amazing"
"4083",1,"light glow"
"4084",0,"nothing egg nog latte season"
"4085",0,"read barista"
"4086",1,"motivation help moves venti white hot chocolate"
"4087",0,"news the reserve roastery seattle princi everyone"
"4088",-1,"can smell comets the countdown"
"4089",1,"hopefully spell name ligo drink ready"
"4090",-1,"can smell comets the countdown"
"4091",0,"continues advertise green tea latte"
"4092",0,"one surprisingly moments"
"4093",-1,"once drink wrong"
"4094",-1,"wow crazy rmd ctr minimum min wait mobile need system"
"4095",-1,"guess spanish name foster drake bostor weird hahaha"
"4096",0,"please train team rutherford discuss customers negatively left store front current customer"
"4097",0,"when power due weather"
"4098",0,"unfortunately stage wife formed strong army"
"4099",0,"should"
"4100",0,"special thanks sayville hosting cop"
"4101",1,"best panini"
"4102",0,"mark your calendars because giving away holiday drinks via"
"4103",0,"not microwave"
"4104",0,"take tour score gift card"
"4105",0,"also yas mugs"
"4106",0,"not microwave"
"4107",1,"thanks free birthday drink"
"4108",0,"the mugs finally arrived"
"4109",0,"even millions customers"
"4110",0,"bad taking advantage bogo drinks"
"4111",0,"the house finally literally corner block"
"4112",0,"how diabetes taste"
"4113",1,"great day fir"
"4114",0,"first months"
"4115",0,"thanks"
"4116",0,"and drink designed"
"4117",0,"eggnog frapp university sciences"
"4118",1,"glitter white sequin also green need them all"
"4119",0,"remember wanted boycot called war xmas throw"
"4120",-1,"curious morons destroying machines boycotting"
"4121",0,"off cup one day went"
"4122",1,"just found the owner returned grateful"
"4123",-1,"can smell comets the countdown"
"4124",0,"latte dishwasher"
"4125",-1,"curious morons destroying machines boycotting"
"4126",0,"tea cup original"
"4127",-1,"curious morons destroying machines boycotting"
"4128",1,"enter win mug holiday blend can"
"4129",-1,"dey messed peppermint frapp literally peppermint mocha anyth"
"4130",1,"here how get free holiday drink this week"
"4131",-1,"waiting line restroom lady youre line yup internally the fuc"
"4132",-1,"tossed garbage shoot morning shop"
"4133",0,""
"4134",1,"happy yall how"
"4135",-1,"being barista bogo days draining"
"4136",0,"check piece white ceramic trays mug collectible set via"
"4137",0,"this morning"
"4138",-1,"can smell comets the countdown"
"4139",1,"last day free"
"4140",0,""
"4141",1,"listening people drive thru entertaining day lady the"
"4142",0,"got hands"
"4143",0,"from shaped"
"4144",1,"joins white white hot"
"4145",0,"here reason feel drinking via"
"4146",-1,"can smell comets the countdown"
"4147",0,"via"
"4148",0,"seriously sip"
"4149",1,"day writing location last day buy free drinks ends"
"4150",0,""
"4151",2,"wow good job"
"4152",0,"new favorite drink expensive tall size"
"4153",0,"really diggin christmas"
"4154",0,"you reconsider healthier options visiting slice iced cake latte"
"4155",0,"when bogo pass"
"4156",1,"winner santa barbara state street"
"4157",0,""
"4158",0,"thanks gods keeping"
"4159",0,"there little critter frap"
"4160",1,"warm"
"4161",0,"goodmorning"
"4162",1,"because love sparkly lol"
"4163",0,"rising sun not"
"4164",0,"this ass lmao"
"4165",-1,"addicted white chocolate mocha"
"4166",0,"definitely bleachers type day"
"4167",1,"enter win mug holiday blend can"
"4168",0,"and bff"
"4169",0,"omg peppermint brownie cake pops"
"4170",1,"excited colour plus favourite drink"
"4171",-1,"going thanksiving stress negativity consume today grateful"
"4172",0,"sometimes catch girls"
"4173",1,"time fresh ground demand afternoon refill"
"4174",0,"you drink"
"4175",0,"taking"
"4176",0,"you drink"
"4177",0,"when addiction real frapp collar"
"4178",0,"drink day gingerbread latte"
"4179",2,"got favorite heels happy monday"
"4180",1,"amazing"
"4181",0,"hey forney can please time please"
"4182",2,"happy monday perfect start day phoenix"
"4183",-1,"sorry terminal ultimate bandara soekarno"
"4184",1,"enjoying day"
"4185",0,"momento statbucks"
"4186",1,"why salted caramel mocha pure"
"4187",-1,"this last annual tradition protest"
"4188",0,"had major mondays reminded drinks buy"
"4189",1,"can people free happen"
"4190",-1,"wisconsin woman struggling financial pressure college credit allegedly embezzles nearly"
"4191",-1,"the lost spy lost intrigue"
"4192",-3,"mad smash machines pay price wait"
"4193",0,"last day buy"
"4194",0,""
"4195",0,"bogo holiday flavors"
"4196",0,"apologies customers medical assistant picking office"
"4197",1,"science fun fact"
"4198",0,"bogo holiday flavors"
"4199",0,"chestnut praline latte"
"4200",1,"science fun fact"
"4201",0,"way fans the execs keurig upset smashed machines already bought once caffe"
"4202",1,"science fun fact"
"4203",-1,"teenager latte cuz bogo sad saying ill tell"
"4204",0,"register november ends open"
"4205",1,"happy yall how"
"4206",1,"happy yall how"
"4207",0,"register november ends open"
"4208",-1,"the fall"
"4209",0,"register november ends open"
"4210",0,"amazon prime"
"4211",0,"new blog post ordering vegan food drink list"
"4212",0,"register november ends open"
"4213",0,"seriously buy box greek yogurt ranch sooo"
"4214",1,"last day buy holiday drink get one free till"
"4215",0,"ing pike place market"
"4216",0,"now xmas"
"4217",1,"thyself moi stupendous"
"4218",0,"check coasters set serena sumatra house blend arabian mocha"
"4219",0,"check coasters set serena sumatra house blend arabian mocha via"
"4220",0,"see"
"4221",1,"important psa just debuted new holiday drink"
"4222",0,"six days many straws location previously cleaned"
"4223",0,"sitting watching mother little girl report card apparently wel"
"4224",1,"love surveys more"
"4225",-1,"burden memory need"
"4226",0,"why cookies"
"4227",-1,"nope gladly dumped not mess"
"4228",0,"update drive thru someone pay"
"4229",-1,"burden memory need"
"4230",-1,"nope gladly dumped not mess"
"4231",0,"first season"
"4232",0,"change"
"4233",0,"day buy drinks bought lattes like shameless"
"4234",0,"coasters set serena sumatra house blend arabian mocha via"
"4235",0,"finally friday"
"4236",0,"leave past hours they"
"4237",-1,"time indulge spice"
"4238",2,"talking outside friend feeling breeze sipping hot"
"4239",0,"the life begin letter sleep sex squats sun summer sunday"
"4240",0,"ooh pumpkin"
"4241",0,"bean drive thrus quality"
"4242",1,"the secret drinks festive drinks taste"
"4243",1,"looking sale try saw best gift received"
"4244",0,"day exeter grabbed christmas shopping standard"
"4245",0,"taking"
"4246",-1,"had miss getting picture"
"4247",0,"that spell"
"4248",-1,"suck buy rifle instead"
"4249",0,"found"
"4250",2,"everyone getting fun gifting act kindness even president"
"4251",-1,"lunch fails"
"4252",0,"branding"
"4253",0,"today students birthday mom brought assistant panera bagels"
"4254",-1,"suck buy rifle instead"
"4255",0,"kathy how catty"
"4256",-1,"suck buy rifle instead"
"4257",0,""
"4258",0,"have met bff the house late"
"4259",2,"lol good luck how botcott"
"4260",0,"look"
"4261",0,"over nated"
"4262",0,"morning"
"4263",0,"books"
"4264",1,"pusheen shop cats winning combination"
"4265",0,"guess wizard"
"4266",0,"but spell name husband toasted white chocolate"
"4267",0,"everybody sit there"
"4268",1,"hot chocolate time"
"4269",1,"free thanks lady front"
"4270",-2,"deadly crashes idaho daily headline roundup"
"4271",1,"how money free book coming soon subscribe"
"4272",0,"every time hannity fan busts liberals free"
"4273",-1,"just walked entire terminal airport seeing single feeling disoriented"
"4274",2,"happiness latte brings happy her yrs friend"
"4275",1,"lame lifesaver brace yourself this ceramic smart mug now being sold"
"4276",0,"show busted buy"
"4277",1,"another industry leader success story strategy secrets"
"4278",0,"everybody sit there"
"4279",0,"first nob hill"
"4280",0,"that awkward moment favorite shop sitting spot"
"4281",0,"every time hannity fans busts liberal buy"
"4282",0,"winners break machines meantime buy eventually buy keurig save"
"4283",0,"just bogo"
"4284",1,"bogo free holiday drinks via"
"4285",-2,"hell frozen actually hair"
"4286",1,"enough vegan bfast options"
"4287",1,"recommend chocolate croissant"
"4288",0,"peppermint white hot chocolate veeery bad location update review lol"
"4289",0,"too true"
"4290",0,"either location music"
"4291",0,"obligatory shot"
"4292",0,"cos sized tea getting colder days"
"4293",0,"drink"
"4294",1,"you stuff dew suits just fine"
"4295",1,"you stuff dew suits just fine"
"4296",1,"line extends entrance africa minutes extra magic hours"
"4297",0,"christmas blend"
"4298",0,"bad news monday good news gingerbread lattes"
"4299",-1,"just dream and after stop being afraid out now"
"4300",0,"would rancho location"
"4301",1,"you stuff dew suits just fine"
"4302",1,"last day buy one get one holiday drink free"
"4303",0,"got peppermint mocha yum treat dentist"
"4304",-1,"lets pretend considering"
"4305",0,"walked morning there breathing mountain air falling love"
"4306",0,"appeals ttab decision mark"
"4307",0,"get via natural roasted instant microground cane sugar"
"4308",0,"quietly raises prices how dropping prices"
"4309",0,"just giving cheeky"
"4310",0,"new cozies colors shop these gifts"
"4311",0,"blvd property owner leasing longtime bank building"
"4312",0,"life who"
"4313",0,"why else christmas"
"4314",0,"first peppermint mocha season apparently name change"
"4315",0,"the world deliver door"
"4316",-2,"blame hormones literally cried cause frappe badly"
"4317",0,"obsessed"
"4318",0,"focus getting reading"
"4319",-1,"got coconut dirty spiced chai lit hey monday"
"4320",1,"have laugh fun conservatives destroying paid machines"
"4321",2,"corp international house chain smiling employees remember name preferences perfect"
"4322",0,"small world after all sung"
"4323",-1,"and headaches withdrawal"
"4324",2,"hot takes ready"
"4325",0,"first nob hill"
"4326",0,"selling tazo"
"4327",0,"has tried toasted white chocolate mocha"
"4328",0,"how earn double"
"4329",0,"kneel"
"4330",0,"when trying mode"
"4331",0,"this morning"
"4332",-2,"waiting cant wait try holiday drinks"
"4333",0,"our favourite evening"
"4334",0,"well damn your drink eating doughnuts study"
"4335",1,"missed cool announcement september partner revolutionary design partne"
"4336",-2,"why hate and fail understand buy"
"4337",-1,"this morning drank sumatra smash except patriarchy"
"4338",0,"first nob hill"
"4339",0,"underway first street nob hill"
"4340",1,"gold proves ive spent ridiculous amou"
"4341",0,"don veer created people"
"4342",0,"monday afternoon pick toasted white chocolate mocha"
"4343",0,"the origin logo similarity logo head"
"4344",1,"yubabas crop top"
"4345",1,"recommend chocolate croissant"
"4346",0,"sucking that santa"
"4347",0,"want and gift card visit booth link started"
"4348",-1,"found nitro cold brew thanks"
"4349",0,"ive leave hrs teenager sniffing"
"4350",1,"holiday mugs ornaments arrive resort daps magic"
"4351",0,""
"4352",0,"sitting got talking elderly lady computer cord floor stepped"
"4353",1,"this veteran run company promises make via"
"4354",0,"sitting got talking elderly lady computer cord floor steppe"
"4355",0,"buying"
"4356",0,"selling tazo"
"4357",0,"buying"
"4358",1,"likes toes surprising drinks besides ones"
"4359",0,"degrees texas"
"4360",1,"loving gift mom"
"4361",1,"after destroying wondering well"
"4362",-1,"man wingers breaking boycotting run"
"4363",0,"grande italian food business"
"4364",0,"asgard branch"
"4365",0,"underway first street nob hill"
"4366",0,"walbrook london"
"4367",0,"amazon prime"
"4368",0,"minnie mickey raglans leggings order"
"4369",0,"amazon prime"
"4370",1,"they favorite"
"4371",0,"walbrook london"
"4372",1,"good morning world"
"4373",0,"favourite world the caramel macchiato"
"4374",0,"amazon prime"
"4375",0,"amazon prime"
"4376",0,"amazon prime"
"4377",0,"amazon prime"
"4378",0,"amazon prime"
"4379",0,"actually boycotting wonder lines creepy"
"4380",0,"looking buy sell invest real estate stop"
"4381",0,"any locations today"
"4382",-1,"pretend straight americano try cuppuccono instead"
"4383",0,"lunch trio"
